"","ID","quarter","course level","prompt","age","gender","L1","other L1s","L at home","L studied","listening","reading","speaking","writing","lived in Span-speaking co","level","first_person_verb","second_person_verb","third_person_verb","total_main_verbs","total_verbs","Indicative_mood","Subjunctive_mood","Imperative_mood","Participle_mood","Gerund_mood","Infinitive_mood","Present_tense","Imperfect_tense","Future_tense","Preterit_tense","Conditional_tense","ADJECTIVE","CONJUNCTION","DETERMINER","NOUN","PRONOUN","ADVERB","ADPOSITION","VERB","NUMBER","DATE","INTERJECTION","PUNCTUATION","mtld","NumAdj","NumVb","NumTokens","self_assessment_score"
"38",110954,"S18","SPA 3","vacation","22","Female","English",NA,NA,"Mandarin: 1 year ",3,2,2,2,"No",3,4,0,29,33,47,32,1,0,1,2,11,19,1,0,0,13,16,16,49,74,12,20,40,47,0,0,0,34,58.1762310175256,16,31,272,9
"39",111868,"S18","SPA 22","vacation","21","Female","English",NA,NA,"I studied French for four years before I took Spanish.",2,2,3,3,"No",22,31,0,13,44,70,44,0,0,2,0,24,37,2,3,0,2,23,22,38,49,15,12,35,70,0,0,1,41,42.231980882652,23,46,262,10
"40",111888,"W19","SPA 24","terrible","22","Female","Spanish",NA,"Spanish","Mandarin (1 year)",5,3,2,2,"No",24,1,0,43,44,65,39,5,0,4,2,15,3,20,2,19,0,7,22,52,60,28,6,36,65,0,1,0,36,64.7825615050651,9,47,274,12
"41",112093,"S18","SPA 3","vacation","21","Female","English",NA,"No.",NA,4,3,3,3,"No",3,17,0,15,32,57,29,3,0,4,3,18,12,4,0,0,16,20,15,46,73,13,8,40,57,0,0,0,35,75.2704185922503,22,43,271,13
"42",112312,"F18","SPA 21","terrible","22","Male","Spanish","n/a","Spanish","n/a",5,4,4,4,"No",21,16,0,32,48,75,40,7,1,9,2,16,13,16,0,18,0,9,26,44,54,23,20,34,75,0,0,0,25,71.6783772967442,13,53,280,17
"43",112394,"W18","SPA 3","vacation","22","Male","English","Did not answer other","Cantonese","Cantonese 3 years",2,1,1,2,"No",3,27,0,20,47,68,38,9,0,1,0,20,41,2,0,1,3,14,23,48,60,25,10,49,68,0,0,0,30,44.6891191709845,22,50,299,6
"44",112428,"SU17","SPA 2","vacation","Veinte","Male","English",NA,"Hablo la lengua de Punjabi.","Nada. ",3,2,2,2,"No",2,18,0,12,30,55,29,1,0,2,1,22,26,1,3,0,0,10,17,38,59,11,8,54,55,0,0,0,19,42.5063613231552,12,36,260,9
"45",112873,"S18","SPA 3","vacation","21","Female","English",NA,NA,NA,3,3,2,3,"No",3,23,0,14,37,70,37,0,0,4,3,26,26,1,1,0,9,16,17,29,64,16,15,41,70,0,1,0,52,73.4899004749049,18,50,272,11
"46",114412,"S18","SPA 2","vacation","22","Female","Other","Vietnamese","Vietnamese",NA,3,2,2,3,"No",2,5,2,25,32,57,31,1,0,5,2,18,25,0,0,1,6,8,21,37,64,26,8,33,57,0,0,0,55,39.1547619047619,11,37,253,10
"47",114801,"S18","SPA 22","vacation","22","Female","English",NA,NA,NA,3,2,1,2,"No",22,14,0,29,43,55,40,3,0,4,0,8,24,6,0,2,11,11,23,41,64,12,12,28,55,1,0,0,40,87.6666128104287,10,45,255,8
"48",115357,"F18","SPA 22","terrible","Yo tengo 22 años.","Male","English,Other","Japonés.","Japonés.","Inglés por doce años.",3,3,2,2,"No",22,3,1,39,43,50,41,2,0,4,0,3,31,5,0,5,2,16,23,43,72,18,10,35,50,5,0,0,39,41.6251511341496,16,26,273,10
"49",115357,"S18","SPA 21","vacation","Yo tengo veintiun años.","Female","English,Other","I speak English here but back in Los Angeles, I speak Primarily Japanese and English occasionally at home.","I speak fluent Japanese.","I learned how to speak, read, and write in English. I studdied English for almost eleven years now.",3,2,2,2,"No",21,9,1,17,27,41,25,1,1,0,2,12,18,0,3,2,3,14,22,48,71,16,9,39,41,0,0,0,38,57.4594043887147,12,33,267,9
"50",115357,"S19","SPA 24","terrible","22","Female","Other","Japanese","Japanese","English (13 years)",4,4,2,3,"No",24,5,0,32,37,54,36,1,0,3,1,13,15,9,0,12,1,10,24,28,57,25,15,41,54,3,0,0,30,69.7570643642072,14,35,261,13
"51",115357,"W19","SPA 23","terrible","22","Female","English,Other","Japanese","Japanese","Japanese (studied Japanese growing up in Japan).",2,3,3,3,"No",23,8,1,24,33,42,31,2,0,0,1,8,29,1,0,3,0,10,25,49,72,12,16,36,42,1,0,0,33,51.9890509782435,10,26,268,11
"52",115834,"S18","SPA 21","vacation","22","Male","English",NA,"spanish",NA,4,3,3,3,"No",21,1,0,32,33,50,31,2,0,9,3,5,30,0,0,3,0,19,22,50,59,15,8,38,50,2,0,0,21,75.7270372114932,20,28,266,13
"53",116064,"W18","SPA 3","vacation","21","Female","English","n/a","Armenian","Armenian has been spoken in my household (for 21 years) but I have not studied it in a classroom setting.",2,2,1,3,"No",3,6,0,14,20,28,19,1,0,1,0,7,19,1,0,0,0,23,12,37,81,16,3,45,28,3,0,0,36,58.8128618316329,14,24,252,8
"54",116873,"F18","SPA 3","terrible","22","Female","English",NA,"Teochew (Chinese dialect)

Vietnamese","Mandarin (3+ years)",2,2,2,2,"No",3,23,0,22,45,56,43,2,0,5,1,5,32,1,0,12,0,5,7,34,76,20,23,21,56,4,1,0,76,57.6691176470588,12,40,253,8
"55",116986,"SU17","SPA 3","vacation","20","Female","English",NA,"no ","french - three years ",3,3,3,3,"No",3,13,1,9,23,55,22,0,1,1,0,31,16,1,0,0,5,10,24,54,93,12,14,60,55,5,0,0,24,65.0757490636704,12,43,344,12
"56",117105,"W18","SPA 3","vacation","22","Male","English",NA,NA,"4 yrs of Spanish",4,4,3,2,"No",3,25,0,19,44,77,43,1,0,3,3,27,35,1,2,1,5,16,31,44,69,30,22,46,77,1,0,0,33,90.8760927634774,18,60,339,13
"57",117527,"S18","SPA 3","vacation","22","Male","English",NA,NA,NA,2,1,2,3,"No",3,17,0,17,34,52,30,4,0,2,0,16,18,4,0,10,2,20,21,41,57,14,16,30,52,3,0,0,42,82.564999469164,22,38,264,8
"58",119735,"W18","SPA 24","vacation","18","Female","English",NA,"No, I only speak English at home.","I have only ever studied Spanish as a foreign language.",4,3,3,4,"No",24,13,0,24,37,53,36,1,0,2,1,13,11,1,3,0,22,14,22,39,55,30,22,38,53,0,2,0,55,58.922420480993,14,38,290,14
"59",120773,"S18","SPA 21","vacation","22","Male","English",NA,"Spanish",NA,4,3,3,3,"No",21,19,1,17,37,64,35,2,0,5,2,20,26,0,2,1,8,21,24,36,63,15,20,37,64,0,0,0,36,90.1866378567962,23,41,280,13
"60",122916,"F18","SPA 1","terrible","39","Male","English","n/a","no","2 years of Spanish, 25+ years ago.

1 quarter of German, 20+ years ago.",2,3,1,2,"No",1,13,0,7,20,35,20,0,0,2,2,11,20,0,0,0,0,10,17,19,23,18,16,13,35,0,0,1,18,39.4615384615385,11,22,152,8
"61",124082,"S19","SPA 1","terrible","21","Female","English",NA,NA,"Chinese-2 to 3 years when I was in elementary school and 3 years in high school. ",1,1,1,1,"No",1,9,0,12,21,29,21,0,0,1,1,6,7,5,0,7,2,6,7,26,41,9,10,29,29,4,0,0,31,66.9115620504278,8,23,156,4
"62",124092,"W18","SPA 23","vacation","20","Female","English","na","na","na",3,3,3,3,"Yes",23,19,0,12,31,59,30,1,0,2,1,25,28,0,2,0,1,11,16,43,63,16,8,39,59,0,0,0,35,64.1511492736362,12,43,255,12
"63",124121,"W18","SPA 24","vacation","21","Female","English",NA,NA,"I took French in first and second grade but did not continue with it after that. ",3,3,3,3,"No",24,12,0,17,29,43,29,0,0,1,1,12,29,0,0,0,0,10,25,44,69,17,12,33,43,0,0,0,29,63.9646257011396,12,28,251,12
"64",124125,"W18","SPA 24","vacation","20","Female","English",NA,"Mien",NA,4,3,3,3,"No",24,14,0,16,30,55,29,1,0,5,1,19,14,2,0,2,12,13,28,38,50,15,25,32,55,2,0,0,39,69.5389063226406,18,37,258,13
"65",124137,"W18","SPA 21","vacation","20","Female","English",NA,NA,NA,4,3,2,4,"No",21,27,0,13,40,49,40,0,0,4,1,4,11,3,1,25,0,14,24,46,67,13,19,31,49,1,0,0,59,101.740867928417,19,35,271,13
"66",124238,"F18","SPA 2","terrible","22","Male","English","n/a","n/a","Spanish, 5 years. ",1,3,2,3,"Yes",2,18,0,27,45,59,45,0,0,2,2,10,7,14,0,24,0,5,23,44,55,18,22,35,59,4,0,0,44,47.8466408646122,7,42,263,9
"67",124296,"F18","SPA 1","terrible","21","Female","English",NA,NA,"I studied French in high school for three years. ",3,4,2,3,"No",1,12,0,19,31,47,29,2,0,6,1,9,2,13,0,16,0,12,8,20,24,20,7,15,47,1,0,0,22,76.2828784119107,13,27,152,12
"68",124296,"S19","SPA 3","terrible","22","Female","English","English is my native language.",NA,"I studied French for 3 years in high school. ",3,3,3,3,"No",3,17,0,30,47,70,47,0,0,10,1,12,2,23,0,22,0,13,10,40,44,19,21,36,70,1,0,0,47,47.0754617414248,17,43,252,12
"69",124296,"W19","SPA 2","terrible","22","Female","English",NA,NA,"I studied French for 3 years in high school.",2,2,2,2,"No",2,8,0,39,47,72,44,3,0,8,6,11,5,23,0,19,0,11,20,45,50,26,10,38,72,3,0,0,31,57.2632572196572,14,51,269,8
"70",124412,"S18","SPA 3","vacation","20","Female","English",NA,"Portuguese 

Punjabi

Hindi","Spanish - 9 years",4,4,3,3,"No",3,16,0,16,32,64,32,0,0,8,0,24,28,0,1,2,1,15,19,45,57,13,14,33,64,0,0,0,37,82.6761318413783,17,45,264,14
"71",124446,"F18","SPA 3","terrible","21","Female","Mandarin",NA,"Mandarin",NA,1,3,1,3,"No",3,18,1,22,41,62,41,0,0,8,0,13,19,7,0,12,3,15,19,38,56,12,21,41,62,4,2,0,40,113.618707462746,22,35,272,8
"72",124446,"S18","SPA 2","vacation","21","Female","Mandarin",NA,"Mandarin",NA,2,1,2,2,"No",2,9,3,40,52,59,49,1,2,2,0,5,41,1,1,6,1,24,18,47,88,19,19,30,59,2,0,1,53,86.9938981892176,25,28,316,7
"73",124559,"SU17","SPA 1","vacation","I am 20 years old","Male","English,Other","Cantonese or English","Cantonese","I studied French for two years",1,1,1,1,"No",1,6,0,31,37,77,37,0,0,2,0,38,37,0,0,0,0,13,12,26,51,29,16,31,77,0,0,0,38,28.9111798934687,14,63,253,4
"74",124928,"S18","SPA 24","vacation","21","Female","English",NA,"No",NA,3,2,1,2,"No",24,17,1,25,43,71,38,5,0,4,0,24,38,1,0,1,3,14,24,29,50,20,10,35,71,1,0,0,33,59.7908878504673,17,43,254,8
"75",124928,"W18","SPA 23","vacation","21","Female","English",NA,NA,NA,3,2,2,3,"No",23,13,0,22,35,71,34,1,0,7,4,25,26,1,0,0,8,11,26,35,50,27,9,24,71,1,0,0,38,81.3445161290323,17,50,252,10
"76",125070,"W18","SPA 24","vacation","20","Female","English",NA,"spanish","none",3,3,3,2,"Yes",24,6,0,19,25,37,23,2,0,3,0,9,15,0,4,0,6,24,13,49,70,15,8,43,37,0,0,0,28,89.0281090646806,27,21,257,11
"77",125345,"W18","SPA 24","vacation","20","Female","English",NA,NA,NA,3,2,2,4,"No",24,16,0,12,28,52,28,0,0,3,0,21,18,0,7,0,3,23,21,48,57,15,18,40,52,1,0,0,25,78.3038816542306,24,37,271,11
"78",125394,"F18","SPA 3","terrible","22","Male","English",NA,"no",NA,2,2,2,2,"No",3,8,0,30,38,43,26,12,0,2,2,1,23,2,0,13,0,16,17,36,69,29,6,31,43,3,0,0,43,30.0431256436663,19,18,250,8
"79",125503,"F18","SPA 2","terrible","21","Female","English",NA,"no",NA,1,2,1,2,"No",2,0,4,32,36,51,35,1,0,2,0,13,5,5,0,26,0,7,20,47,81,24,2,42,51,0,0,0,42,60.6516088514063,6,48,277,6
"80",125503,"W19","SPA 3","terrible","21","Female","English","-","no","no",1,2,1,2,"No",3,19,0,21,40,66,38,2,0,4,4,18,8,17,0,15,0,11,14,46,58,15,16,45,66,1,0,0,37,71.9488102382248,16,43,266,6
"81",125931,"SU17","SPA 1","vacation","19","Male","Mandarin",NA,"Mandarin ","I studied English for about 8 years.",1,1,1,1,"No",1,21,0,21,42,59,40,2,0,2,1,14,29,0,13,0,0,25,13,31,56,20,23,37,59,0,0,0,35,65.0827223523089,28,43,265,4
"82",125951,"F18","SPA 2","terrible","20","Female","English",NA,NA,NA,3,3,2,2,"No",2,28,0,13,41,50,40,1,0,1,2,6,9,5,0,27,0,11,22,34,47,32,16,25,50,2,4,0,27,47.4439882697947,9,40,252,10
"83",125951,"W19","SPA 3","terrible","21","Female","English",NA,NA,NA,3,3,3,3,"No",3,3,0,37,40,51,39,1,0,3,0,8,31,1,1,7,0,7,21,41,59,22,21,26,51,2,1,0,29,60.1352657004831,9,32,256,12
"84",125986,"S18","SPA 2","vacation","21","Male","Other","VIetnamese","Vietnamese","English",3,2,2,2,"No",2,11,1,19,31,41,29,1,1,5,0,5,12,4,0,14,0,15,13,51,74,13,7,35,41,0,0,0,44,78.421052631579,19,24,255,9
"85",126234,"S19","SPA 2","terrible","21","Male","English","I consider English to be my native language.","I occasionally speak Spanish at home.","Spanish was my first language but when I started going to school as a kid, I pretty much stopped speaking Spanish. I took 3 years of high school Spanish.",4,4,3,3,"No",2,16,1,22,39,50,35,3,1,2,0,9,13,6,0,16,3,12,22,31,50,35,15,30,50,2,0,0,24,56.6479400749064,13,38,250,14
"86",126243,"F18","SPA 1","terrible","20","Female","English",NA,NA,NA,2,2,2,3,"No",1,15,0,7,22,28,22,0,0,2,2,2,19,0,0,2,1,5,12,17,32,17,7,19,28,3,2,0,30,61.4212064626127,7,21,150,9
"87",126431,"S19","SPA 1","terrible","Yo tengo 21 anos.","Female","Other","Korean is my native language.","I speak Korean at home with my husband and my parents. ","As English is not my native language, I have studied it for almost 18-19 years so far. Also, I had taken French classes in high school, for four years. ",2,2,2,2,"Yes",1,4,0,12,16,24,14,2,0,1,0,7,9,2,0,5,0,9,8,28,40,11,10,30,24,0,0,0,18,64.5519690690935,8,12,154,8
"88",126454,"S18","SPA 23","vacation","20","Female","English","n/a","n/a","n/a",4,2,2,3,"No",23,12,0,20,32,41,32,0,0,5,0,4,13,8,0,4,7,11,22,42,75,12,11,35,41,1,0,0,62,66.4015411657384,13,24,254,11
"89",126730,"F18","SPA 21","terrible","21","Male","English",NA,"twi and Ga","Twi and Ga for 2 years",3,3,2,4,"No",21,2,0,33,35,45,32,3,0,7,2,1,6,9,0,20,0,12,21,51,80,11,9,38,45,5,2,0,32,74.6810980857195,18,32,283,12
"90",126730,"W19","SPA 22","terrible","21","Male","English","n/a","Ga, and Twi","Ga and Twi for 20 years",3,4,3,4,"No",22,21,0,24,45,68,44,1,0,4,1,18,3,13,0,29,0,21,26,48,55,27,17,51,68,4,1,0,34,75.7843072104427,23,52,324,14
"91",126748,"S18","SPA 2","vacation","25","Male","Other","Thai",NA,"English - >5 year

Chinese - 1 year

Dutch - 1 year",2,2,1,1,"No",2,10,0,24,34,47,32,2,0,3,1,9,28,2,2,2,0,18,15,52,56,23,19,30,47,1,0,1,39,52.4200983836964,24,25,261,6
"92",126770,"S18","SPA 3","vacation","20","Female","English,Other","Vietnamese","vietnamese",NA,3,3,3,5,"No",3,49,0,7,56,87,41,12,3,2,0,29,44,2,4,0,3,26,37,52,96,6,11,63,87,0,0,0,52,54.9820893192472,25,79,384,14
"93",126770,"W18","SPA 2","vacation","20","Female","English,Other","Vietnamese","Vietnamese","Vietnamese",3,3,2,4,"No",2,17,0,17,34,70,34,0,0,3,2,31,29,0,4,1,0,14,25,51,84,11,14,42,70,0,0,0,29,57.889264679094,18,60,309,12
"94",126771,"S18","SPA 3","vacation","21","Female","English",NA,NA,NA,2,2,1,2,"No",3,29,0,19,48,62,48,0,0,3,0,11,29,1,15,3,0,14,28,41,81,38,22,44,62,1,0,0,51,52.2506695232994,15,50,336,7
"95",126777,"F18","SPA 1","terrible","21","Male","English",NA,"No","Japanese, 3 years.",1,2,1,1,"No",1,8,0,13,21,27,21,0,0,1,1,4,20,0,0,1,0,6,8,27,44,14,7,17,27,2,0,0,38,50.6178707224335,6,24,150,5
"96",126789,"S18","SPA 3","vacation","20","Female","English",NA,NA,NA,3,2,2,3,"No",3,18,0,18,36,63,35,1,0,5,0,22,20,5,3,1,7,10,18,44,58,16,15,39,63,0,0,0,28,68.0889840510624,16,40,258,10
"97",126789,"W18","SPA 2","vacation","20","Female","English",NA,"No",NA,3,2,1,2,"No",2,25,0,16,41,71,40,0,1,5,0,25,35,2,0,3,0,11,27,31,52,11,16,30,71,0,0,0,28,63.5943396226415,15,45,252,8
"98",126936,"S18","SPA 2","vacation","I am 27.","Male","Mandarin,Other","Cantonese.","I speak Mandarin at home.","I studied English before I started learning Spanish. I started learning English when I was 7 years old.",1,1,1,3,"No",2,8,0,24,32,36,32,0,0,1,0,3,23,2,0,7,0,24,13,44,77,13,11,36,36,6,1,0,41,37.0921339047064,22,18,276,6
"99",126969,"S18","SPA 3","vacation","20","Female","English",NA,NA,NA,4,3,3,4,"No",3,16,0,23,39,51,32,7,0,4,0,8,36,0,3,0,0,8,24,39,60,19,13,23,51,1,2,1,51,61.5732446812614,13,36,252,14
"100",127105,"W19","SPA 21","terrible","22","Female","English","n/a","n/a","n/a",3,3,3,3,"No",21,26,0,23,49,65,49,0,0,5,5,6,3,10,0,33,3,9,18,33,45,35,23,25,65,3,1,0,37,56.298094669417,15,37,257,12
"101",127170,"S19","SPA 1","terrible","23","Female","Other","Malay","Malay","Chinese, 6 years",1,1,1,1,"No",1,18,0,7,25,38,25,0,0,2,3,8,24,0,0,1,0,5,7,24,37,10,7,20,38,0,0,0,26,50.5853300580802,8,21,151,4
"102",127219,"F18","SPA 3","terrible","21","Female","English",NA,NA,"I studied French for two years in middle school and two years in highschool. ",3,4,3,3,"No",3,11,0,33,44,49,36,8,0,1,0,4,11,21,0,11,1,18,28,41,55,30,12,22,49,5,0,0,47,46.6969578301943,19,35,258,13
"103",127219,"S18","SPA 2","vacation","20","Female","English",NA,NA,"French (5 years)

Dutch (1 semester) ",2,2,2,2,"No",2,17,0,23,40,45,40,0,0,3,0,2,16,8,0,16,0,25,21,41,73,11,7,24,45,3,0,0,52,87.8606507059546,23,28,250,8
"104",127339,"S18","SPA 24","vacation","21","Female","English",NA,NA,NA,4,3,2,3,"Yes",24,7,0,19,26,43,26,0,0,4,2,11,20,0,1,2,3,22,24,47,66,16,13,21,43,0,0,0,45,71.5657612944896,24,29,250,12
"105",127339,"W18","SPA 23","vacation","21","Female","English",NA,NA,NA,3,2,2,3,"Yes",23,10,0,24,34,48,34,0,0,3,3,8,27,2,1,1,3,14,27,43,61,11,11,35,48,3,0,0,43,60.2668024439918,15,30,254,10
"106",127463,"S18","SPA 3","vacation","21","Female","English",NA,"Tagalog","French-2 year

 ",2,2,2,1,"No",3,7,0,27,34,47,33,1,0,4,0,9,26,1,0,4,3,18,13,47,73,21,13,51,47,5,1,0,37,52.3501199040767,19,32,300,7
"107",127463,"W18","SPA 2","vacation","20","Female","English",NA,"Tagalog","French for one year",1,2,2,2,"No",2,11,3,28,42,62,40,2,0,1,2,17,25,1,0,3,13,22,16,35,58,13,22,25,62,0,0,0,34,84.7016011644833,23,47,253,7
"108",127621,"W18","SPA 2","vacation","20","Female","Other","Farsi","Farsi","French 4 years

Arabic 3 years

 ",3,3,3,3,"No",2,17,0,15,32,50,31,1,0,2,1,15,32,0,0,0,0,4,25,51,85,9,11,37,50,2,0,1,47,87.5677570093458,5,44,279,12
"109",127666,"S19","SPA 1","terrible","22","Male","Other","Arabic","Arabic.","Arabic: Native

English: 9-10 years

French: 5 months

Spanish: 3 weeks and continuing.",1,1,1,1,"No",1,17,0,8,25,31,24,1,0,0,1,5,25,0,0,0,0,10,12,37,49,19,10,28,31,2,2,0,32,55.7116619115549,9,23,196,4
"110",127791,"W18","SPA 23","vacation","20","Female","English",NA,"No, I don't speak a language other than English at home.",NA,3,3,2,4,"No",23,10,0,21,31,46,30,1,0,5,1,9,27,1,0,0,3,23,28,43,62,16,25,37,46,0,0,0,24,88.9540598290598,26,24,278,12
"111",127886,"F18","SPA 23","terrible","21","Female","English",NA,NA,NA,2,3,1,3,"No",23,18,0,25,43,56,43,0,0,2,3,8,8,11,0,23,1,5,17,50,65,18,23,34,56,5,0,0,46,51.4715372804427,5,41,268,9
"112",127888,"F18","SPA 1","terrible","21","Male","English",NA,"Vietnamese","Vietnamese - 10 years",2,1,3,2,"No",1,10,0,14,24,29,24,0,0,2,0,3,24,0,0,0,0,9,15,29,30,14,12,11,29,0,0,0,29,45.1201916034336,10,23,150,8
"113",127891,"F18","SPA 2","terrible","21","Female","English",NA,NA,"French for 3 years",2,3,2,3,"No",2,7,0,27,34,43,34,0,0,5,1,3,15,9,0,10,0,17,15,45,63,24,9,32,43,1,0,0,33,73.4594120363658,20,22,259,10
"114",127891,"S18","SPA 1","vacation","20","Female","English","No","No","French (3 years)",2,2,2,2,"No",1,1,0,19,20,25,20,0,0,0,0,5,16,0,0,0,4,13,11,20,42,12,9,15,25,0,0,0,26,33.75,13,15,150,8
"115",127891,"W19","SPA 3","terrible","21","Female","English","x","x","French for three years in high school",2,3,1,3,"No",3,0,0,48,48,65,48,0,0,4,2,11,41,1,1,5,0,14,28,48,53,42,15,29,65,0,0,1,35,58.5798767967146,13,47,292,9
"116",127898,"W19","SPA 24","terrible","21","Male","English",NA,NA,"I studied Mandarin in elementary school for 3 years. ",3,4,4,4,"No",24,12,0,23,35,44,34,1,0,4,0,5,18,2,0,15,0,15,24,65,102,3,10,54,44,12,0,0,47,80.0903280852571,20,31,339,15
"117",127923,"F18","SPA 1","terrible","21 years old","Male","English",NA,"Korean","French and I studied it for 3 years in high school.",3,3,3,3,"No",1,5,0,20,25,39,24,1,0,4,1,9,0,15,0,9,1,11,19,28,31,12,6,24,39,2,0,0,16,87.5,12,27,175,12
"118",128047,"W18","SPA 3","vacation","20","Female","Spanish",NA,"Spanish","Spanish for Spanish speakers for 2 years ",3,4,2,3,"Yes",3,6,0,26,32,61,30,2,0,5,0,24,20,6,0,1,5,13,19,44,60,13,14,41,61,0,0,0,24,72.4353264893172,14,45,266,12
"119",128151,"F18","SPA 1","terrible","21","Female","English",NA,NA,"American Sign Language -- 2.5 years",3,4,2,4,"No",1,19,1,12,32,43,31,0,1,3,1,7,31,0,0,0,0,7,19,22,30,14,19,16,43,5,3,0,28,45.3524544179523,9,34,191,13
"120",128151,"S19","SPA 3","terrible","21","Female","English",NA,NA,"American Sign Language, 2 years",3,4,2,4,"No",3,20,0,16,36,57,36,0,0,5,1,15,4,17,0,15,0,9,29,48,60,12,21,36,57,3,1,0,38,73.2466157209972,13,41,269,13
"121",128151,"W19","SPA 2","terrible","21","Female","English",NA,NA,"American Sign Language (2 years)",3,4,3,4,"No",2,11,0,27,38,56,38,0,0,4,1,13,1,18,0,19,0,10,28,45,60,18,16,30,56,2,0,0,50,63.7277796669607,14,40,261,14
"122",128633,"S18","SPA 2","vacation","20","Male","Mandarin",NA,"Mandarin",NA,4,3,4,4,"No",2,6,0,31,37,46,37,0,0,2,1,6,27,5,0,5,0,23,15,29,87,11,22,29,46,2,0,1,69,76.6967799357894,22,30,268,15
"123",128657,"S18","SPA 3","vacation","I am 20 years old. ","Female","English",NA,"I speak Punjabi at home.","Spanish is the only language that I have studied.",4,3,3,4,"No",3,9,7,15,31,45,29,2,0,3,0,11,24,0,0,0,7,23,19,51,62,12,14,29,45,0,0,0,42,73.4925386588065,26,24,256,14
"124",128677,"SU17","SPA 1","vacation","20","Female","Mandarin","n/a","Mandarin","English (14 years)",1,1,1,1,"No",1,19,0,14,33,58,29,4,0,6,1,18,25,0,6,2,0,21,24,54,68,6,24,45,58,2,1,0,30,101.451248003785,27,34,306,4
"125",128719,"F18","SPA 21","terrible","21","Female,I do not identify with either genders","English",NA,"No.","I was in a bilingual school kindergarten to third grade (english and Spanish, four years). In high school, I took french for two years. ",3,3,3,3,"No",21,19,0,20,39,48,39,0,0,2,0,7,12,12,0,14,1,8,17,42,51,17,18,40,48,5,7,2,63,96.2454149885519,10,28,252,12
"126",128768,"F18","SPA 1","terrible","21","Female","English",NA,"No","French, 3 years ",2,3,1,3,"No",1,1,0,25,26,31,26,0,0,2,0,3,26,0,0,0,0,13,6,21,47,9,9,6,31,3,0,0,43,34.7952127659574,13,24,147,9
"127",128768,"W19","SPA 2","terrible","21","Female","English","n/a","n/a","french 3 years high school ",2,3,3,3,"No",2,0,0,39,39,55,39,0,0,4,1,11,10,25,0,4,0,8,19,36,65,18,16,22,55,1,0,0,39,42.7676939020399,12,39,238,11
"128",128787,"S18","SPA 3","vacation","20","Female","English",NA,"No I do not",NA,4,3,2,3,"No",3,12,2,19,33,53,31,0,2,1,1,18,30,0,0,1,0,8,22,53,70,13,10,24,53,1,0,0,41,62.7096845779519,11,39,255,12
"129",128840,"W18","SPA 23","vacation","20","Male","Other","Indonesian","Indonesian","English 16 years ",3,3,3,3,"No",23,8,0,22,30,45,30,0,0,2,0,13,30,0,0,0,0,17,17,41,74,7,14,39,45,2,0,0,31,35.9268120508141,17,22,254,12
"130",128952,"S18","SPA 3","vacation","21","Female","English","n/a","n/a","French, 3 years",3,2,2,2,"No",3,15,0,28,43,63,38,5,0,4,1,15,39,2,0,2,0,23,25,28,43,28,17,30,63,1,0,1,48,90.7027508492833,25,36,257,9
"131",128952,"W18","SPA 2","vacation","20","Female","English","N/a","No","French for 3 years in high school",3,2,2,3,"No",2,22,0,10,32,57,32,0,0,5,0,20,25,0,0,7,0,18,27,35,54,14,22,26,57,1,0,0,38,79.0369902707801,24,37,253,10
"132",128989,"W18","SPA 24","vacation","21","Female","Other","Gujarati ","Gujarati ","I studied French for 1.5 years, English for 18 years, and Hindi for 20 years. ",3,4,3,2,"No",24,23,1,30,54,73,52,2,0,6,0,13,24,9,0,21,0,23,26,67,92,22,22,43,73,0,0,0,45,81.8344794110509,28,43,364,12
"133",129004,"W18","SPA 3","vacation","22","Female","Mandarin",NA,"Chinese mandrin","english for 15 years",2,1,1,2,"No",3,22,0,20,42,45,41,1,0,1,0,2,23,6,0,13,0,14,11,48,71,14,17,41,45,1,0,0,35,71.9888845483657,16,31,266,6
"134",129034,"W18","SPA 3","vacation","20","Female","English",NA,"Mandarin","Mandarin -10 years",1,2,1,2,"No",3,28,0,17,45,59,35,10,0,0,0,14,44,1,0,0,0,17,30,38,77,9,13,46,59,2,0,0,32,68.6102941176471,18,42,301,6
"135",129154,"W18","SPA 21","vacation","20","Male","Other","Swahili","Swahili, Kikuyu","None",3,3,3,3,"No",21,7,0,17,24,43,21,3,0,3,1,15,16,0,1,0,7,18,21,35,58,12,11,47,43,0,0,0,34,47.0628462947234,18,33,250,12
"136",129358,"S19","SPA 3","terrible","23","Male","Mandarin","none","Chinese","Chinese and English, since I was born.",3,3,3,3,"No",3,11,0,16,27,49,26,1,0,1,4,17,9,8,0,10,0,13,23,45,59,16,15,34,49,6,0,0,27,79.6352906524163,15,36,260,12
"137",129358,"SU17","SPA 1","vacation","21","Male","Mandarin","NO","Chinese","I have been learning English for at least 15 years.",3,2,3,3,"No",1,21,0,16,37,57,35,2,0,3,0,17,9,7,1,1,19,19,30,53,63,27,10,35,57,1,0,1,24,59.1021609538003,22,39,293,11
"138",129534,"W19","SPA 2","terrible","22","Female","Other","Korean","Korean","English since 2010.",1,2,1,2,"No",2,0,0,38,38,51,37,1,0,1,3,9,6,12,0,20,0,7,18,63,73,10,9,21,51,0,0,0,21,38.0042124803656,8,41,252,6
